show_id,title,description,listed_in,rating,content,profile,release_year
s516,Derry Girls,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.","British TV Shows, International TV Shows, TV Comedies",TV-MA,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager. British TV Shows, International TV Shows, TV Comedies",2,2019
s517,Girl from Nowhere,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.","International TV Shows, TV Dramas, TV Mysteries",TV-MA,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn. International TV Shows, TV Dramas, TV Mysteries",2,2021
s518,Good Morning Call,"A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together.","International TV Shows, Romantic TV Shows, TV Comedies",TV-14,"A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together. International TV Shows, Romantic TV Shows, TV Comedies",2,2017
s519,Har Kisse Ke Hisse: Kaamyaab,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking.","Dramas, International Movies",TV-14,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking. Dramas, International Movies",1,2020
s520,I AM A KILLER,Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,"British TV Shows, Crime TV Shows, Docuseries",TV-MA,"Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series. British TV Shows, Crime TV Shows, Docuseries",2,2020
s521,I Think You Should Leave with Tim Robinson,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,TV Comedies,TV-MA,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars. TV Comedies,0,2021
s522,Kim's Convenience,"While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them.","International TV Shows, TV Comedies",TV-MA,"While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them. International TV Shows, TV Comedies",2,2021
s523,Larva,Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,"Kids' TV, Korean TV Shows, TV Comedies",TV-Y7,"Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world. Kids' TV, Korean TV Shows, TV Comedies",2,2015
s524,Marcella,"Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?","British TV Shows, Crime TV Shows, International TV Shows",TV-MA,"Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too? British TV Shows, Crime TV Shows, International TV Shows",2,2019
s525,Midnight Diner: Tokyo Stories,Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.,"International TV Shows, TV Dramas",TV-MA,"Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish. International TV Shows, TV Dramas",2,2019
s526,My Little Pony: Friendship Is Magic,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",Kids' TV,TV-Y,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship. Kids' TV",0,2018
s527,Orange Is the New Black,"A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""","TV Comedies, TV Dramas",TV-MA,"A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds."" TV Comedies, TV Dramas",2,2019
s528,Puffin Rock,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.",Kids' TV,TV-Y,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family. Kids' TV",0,2016
s529,Rehmataan,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe thereâs still good in the world.","Dramas, International Movies, Romantic Movies",TV-14,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe thereâs still good in the world. Dramas, International Movies, Romantic Movies",1,2012
s530,Return of the Prodigal Son,"Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations.","Dramas, International Movies",TV-MA,"Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations. Dramas, International Movies",1,1976
s531,Richie Rich,"After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.","Kids' TV, TV Comedies",TV-G,"After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure. Kids' TV, TV Comedies",0,2015
s532,Rise: Ini Kalilah,"Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event.","Dramas, International Movies",TV-PG,"Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event. Dramas, International Movies",1,2018
s533,Scream,"In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.","Crime TV Shows, TV Horror, TV Mysteries",TV-MA,"In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past. Crime TV Shows, TV Horror, TV Mysteries",2,2019
s534,Shtisel,"A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.","International TV Shows, TV Dramas",TV-14,"A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life. International TV Shows, TV Dramas",2,2021
s535,Si Doel the Movie 2,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.","Dramas, International Movies",TV-G,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go. Dramas, International Movies",1,2019
s536,Some Assembly Required,A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.,"Kids' TV, TV Comedies",TV-Y,"A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys. Kids' TV, TV Comedies",0,2015
s537,Tales by Light,"Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.","Docuseries, International TV Shows, Science & Nature TV",TV-14,"Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light. Docuseries, International TV Shows, Science & Nature TV",2,2018
